.2.4...8.....8...68....71..2..5...9..95.......4..3.........1..7..28...4.....6.3..  11.9 11.9 09.9   
.....6...4...8..2....1......4.9....7..8.7..5......39..5.7....4.8...2...5..2...3..  11.2 01.2 01.2   
.....6...45..8......97......1..4.5.3...9...6..3....4....2....7..4......8....1.3.4  11.2 01.2 01.2   
....5...9...7...2378.2...6.2..3.......4.1....63...7.....5...9..........5.6.8...3.  11.2 01.2 01.2   
....5...9..71...2..8....4....6..1...3..6.........72.3.74....5....13...7.9.......8  11.2 01.2 01.2   
....5...9..71..2.......3.4.27.61.....6....1....1..8.....87..6......4...3.9.....5.  11.2 01.2 01.2   
....5...9.5.1...6...9..24...3......75.6....3.7.13..5...6.5...7.8...4...2.....8...  11.2 01.2 01.2   
....5...94....9....8.1...6...16..87.......9.2.7.....3.....2....5....4....1.8..3..  11.2 01.2 01.2   
....5...94...8.2.....3.7...2....5..4.3.9...1...6.......71.........7...6.8...9...5  11.2 01.2 01.2   
....5...9...1......8.3.71.....8.1.3.6.......2.3....41...2......5...6.....4...3.7.  11.2 01.2 01.2   
....5..8......91.2...2.34...4...1...6...7.....9....3.4..8....6.5.........1.3..2..  11.2 01.2 01.2   
....5..8...71....6.9....4...7..9..4.3.1.........2....7.......7...26....3.8..7.5..  11.2 01.2 01.2   
....5..8....7..1.3.....3..4.17...4..6......9..3...2..7..98.....5...6.....4...72..  11.2 01.2 01.2   
....5..8...6...2.1...1....6.7..4......16...2.9.......33...9......28...5..4...7...  11.2 01.2 01.2   
....5..8.4....9..3...1....6.3.8.......5.2....96...7.....2....1..7...49..6.....3.7  11.2 01.2 01.2   
....5.7.......9.31.8.1...4.2.....6....7....9..9...8..36...2......59......1...3..4  11.2 01.2 01.2   
....5.7.......9..3...1...46.4.3...6.5...2......9..7.....2......61.....38.8.6....4  11.2 01.2 01.2   
....5.7.9...1...3.8....7..4..6....1..1.2.....7...1...55...9.8....2....9..3.6.....  11.2 01.2 01.2   
....5.7.9...1...3.....27..4.6.8.......5........9..45.23......6...4...9.7.8.......  11.2 01.2 01.2   
....5.7....71....66....7.4...4..56..3.1..45.7.......2.....3......6..14..9.......8  11.2 01.2 01.2   
....5.7..4....9....8.73...4.3.6..5....1.....39......2..6..7.8....2..4.1....5.....  11.2 01.2 01.2   
....5.7..4....9....8.3......3.8...7..9...4.1...1.7...63...........7..6.2..2.1..5.  11.2 01.2 01.2   
....5.7..4....9..6...3...1..3.7.........1..5.9....2..4.46.....8..2..8...8..2...9.  11.2 01.2 01.2   
....5.7..4....9.6.........1.8..7....6..9.4......3.....3.4....2..1......89..6.2.3.  11.2 01.2 01.2   
....5.7..4....9.3..9.....14.8...4..3..52.........7.6..3....8..1.1.....6...26.....  11.2 01.2 01.2   
....5.7..4....9.3...82.......6...1...8......29...4..7.3....5.....18..6......9..5.  11.2 01.2 01.2   
....5.7..4....9..3...1...6.2.........39..8....84...9.2.7.....1.8....3..4....6.5..  11.2 01.2 01.2   
....5.7..4.7..9....8.7....1..5..7....3.6....29...4......8.........3...16.1....32.  11.2 01.2 01.2   
....5......71....6.....34...3..9......86....1..17...2...2....68.9....5..8......7.  11.2 01.2 01.2   
....56..9...7...2.....3.5....1....4..7.2.....8....3..6.4.....1.5...2...89....83..  11.2 01.2 01.2   
....56.8...71....6.8..3.....4..9.......6....2..15.2....3....9....2..5..18.....4..  11.2 01.2 01.2   
....56.8...71....6....2.4...9..7....3..5..8....5..1..2.4.7.......6.1...59.....3..  11.2 01.2 01.2   
....56.8..5.7....3..8......2.....9...4.5....7....92.6.3.......15..1..4...1..4..7.  11.2 01.2 01.2   
....56.8..5.1....6.....3...2..7..9....4.3.....3...1..7.7..1...5..8...4..9......2.  11.2 01.2 01.2   
....56.8.4......3...62..5...7..1......9..21.....96...3.8.....4.7....5.....1.2.6..  11.2 01.2 01.2   
....56.....71.....6....35....1.....83...6.4.....2...7.5...94....4....9....8.....2  11.2 01.2 01.2   
....56....5.1....6..9..3...2..7..69..6...1..3..4...8...7..1...5.......2.8.....4..  11.2 01.2 01.2   
....5.....5.1....6....374..2......9...43..8...3...1..7..8.......6..1...39..6...2.  11.2 01.2 01.2   
....5....4....9....8.7..1..2......9..6......8..83..6.1.3.6....7.....4.5..7....8..  11.2 01.2 01.2   
....5....4....92...89....1.2..5.......4..29...3..6..7.3..7...2..4...83.....6....1  11.2 01.2 01.2   
....5....4....92....87....12.....93..7......8..6......5....3.4..6.8.........25.9.  11.2 01.2 01.2   
....5....4....9.2...81....62......9..4....3...81.....7.6.8....5.....34...1.57....  11.2 01.2 01.2   
....5....4....92.........14.98..3.4.3..2.......4...3.........768....24..9..7.48..  11.2 01.2 01.2   
....5....4....92.........14.98..3.4.3..24..........3...4.....768....2...9..7..8..  11.2 01.2 01.2   
....5....4....92.........14.98..3.4.3..2.......4...3...4.....768....2...9..7.48..  11.2 01.2 01.2   
....5....4....92.........14.98..3...3..24......4...3.........768....24..9..7.48..  11.2 01.2 01.2   
....5....4....92.........14.98..3...3..24..........3...4.....768....24..9..7..8..  11.2 01.2 01.2   
....5....4.71......8.2..1....5.4...6.3.6...2.......9...1...8.9....9..83.....6...7  11.2 01.2 01.2   
...4....9....8....6....2.1..3....8..7....1.6....93...4.7...51..5.......2.61....5.  11.2 01.2 01.2   
...4....9....8.2..6....7.1..1...5.6.3.......1..8...4..57...3.....29......3.5...7.  11.2 01.2 01.2   
...4....9....8.2..6....3.5...5..7...7..31.....61....7...2.....85....1.6....9..4..  11.2 01.2 01.2   
...4....9....8.2...6...3.5..1...5.7...5.2...4..89.....3......1...1..7....7....6.5  11.2 01.2 01.2   
...4....9....8.23.6....3.1...9.....83....5.6....2.....7..6....1..5..7....3..1..7.  11.2 01.2 01.2   
...4....9....8.1....9....542....7....3..6......41..5....1...8...7..3....6....2..7  11.2 01.2 01.2   
...4....9..7.8....6....2.5.2.5.4.....6...1.2...1...3....6..5.7.5...9...3...7....8  11.2 01.2 01.2   
...4....9..7.8....6....21..2....5.1.....7...4...6..52...89.....5.....3...1...3.6.  11.2 01.2 01.2   
...4....9.5...9...6...2..1..6.....7.7.....1.2..1.7...33...1..2..4....8.....5.8..7  11.2 01.2 01.2   
...4....9.5...9.3.......5.12..8...1..1...5..3..4.6......6.2.....9...73..8......7.  11.2 01.2 01.2   
...4....9.5..8....6....31...8......73...1.5.......4.2.5.......1..29...7..3..6.8..  11.2 01.2 01.2   
...4....9.5..8..3......7....6.....1...4..2...8...3.6....2.....7.1..6.3...8....15.  11.2 01.2 01.2   
...4....9.5..8..3......2...2..9......38....6..6..3.1........6..7.......4..6.1.35.  11.2 01.2 01.2   
...4....9.5..8.2.........1.2....75....16....787..3......69....47...6.3...8.......  11.2 01.2 01.2   
...4....9.5..8.2.........1.27..3......16....78....75....69....47...6.3...8.......  11.2 01.2 01.2   
.........4....92...8.3....1.3.6...7..........9.5..4.....2...5.....7.2.63.6..1...8  11.2 01.2 01.2   
...4....9......23.....73.5.2....567...48.....7...3....3...6.5....8.....1.4.......  11.2 01.2 01.2   
...4..........9.23....1.6...1.8.....3....5..25.9....7...5........2..7.9..4..6.8..  11.2 01.2 01.2   
...4....9...1.....8....7.5.2....35...1......65.....83...5...32.7....2....4..6....  11.2 01.2 01.2   
...4...894.....1....8..1..52....3....3..7......49..5....58..9...7.....62....6....  11.2 01.2 01.2   
...4...8......92...6.7....4.8..1..6....84..7...5..3...3.........4.....17..2...5..  11.2 01.2 01.2   
...4.........891...8..13..42....7.....4....7..9.1..8..6.5....2..4.3..9......6...5  11.2 01.2 01.2   
...4...8......91..7...3...62..6..3...35.2.....7......53...6...2..1....9......84..  11.2 01.2 01.2   
...4...8......91..7...3...62..3...6..35.....2.67.2......1....9.5...6...7...8..4..  11.2 01.2 01.2   
...4...8......91..7...3...62.......3.4.1...9...7..84..6.2.....5.75.6.........3...  11.2 01.2 01.2   
...4...8......91..7...3...62.......33.5.2.6...1...4...5.........9.8.5.....2.7...5  11.2 01.2 01.2   
...4...8...7..92..6...7...1.1..3...7..6..29.........4.36.......5..8.......1.6...5  11.2 01.2 01.2   
...4...8...7..92......3...526...1.....19.....7...2.1..5......4...6..29.....8....3  11.2 01.2 01.2   
...4...8...7.8...6.....35...9....1....87...4.....6..28..46....2.3.......9....1...  11.2 01.2 01.2   
...4...8...7...2.66....2..52.6..5...3.......2.9.....1.....9......2..3..7.4.8.....  11.2 01.2 01.2   
...4...8...718...6.....31.......1.....8.4...291.7..5..5.....9...3.........26...7.  11.2 01.2 01.2   
...4...8...6..9.2.7...3.5...6..1.8....7..8..4...2...9.53...............8..1.7.3..  11.2 01.2 01.2   
...4...8..5...9...6...3.1...3...59.....7...4...8.....23....1.9...2.....791....6..  11.2 01.2 01.2   
...4...8..5...92..6.......4...67.....9...21..7.8........19..3.......3.2..3..1..5.  11.2 01.2 01.2   
...4...8.4....92......32..4.7..6..5...1...6.....2....8.6....1..8..9....3..5....7.  11.2 01.2 01.2   
...4...8.4....9..2...23.....7...56..3..9....5.......1.5...9...4.6.5...7...1...8..  11.2 01.2 01.2   
...4...8.......1..7....3..5.9...7..63......2...8...4....21......7..6...396...5...  11.2 01.2 01.2   
...4..7.9..7.8....6....7.1.2..3..6....5....2...1..2.......9.8..5....1.6....7....4  11.2 01.2 01.2   
...4..7.......9.3..8....5.42..39.....45..2..........2.5....3.4...4...6.19...6..5.  11.2 01.2 01.2   
...4..7.......9.3..8....5.42..39.4...45..2..........2.5....3.....4...6.19...6..5.  11.2 01.2 01.2   
...4..7......89.3.9...2....2...3...5.....8.9..1....6..3....2.5...67....1.4.......  11.2 01.2 01.2   
...4..7......8...6..9..7.1...5..1.7....36.8...3......4..2.7....51...2...9......2.  11.2 01.2 01.2   
...4..7......8...6..9..3.5.2......9..4.7....8..1..5...3....1.2...53......6..4....  11.2 01.2 01.2   
...4..7......8...6..9..2.1.29.....3.3....5.....5.2...1.7......4..2..1.5.....6.8..  11.2 01.2 01.2   
...4..7......8...6..9..2.1..1...53....532....9......5..7......4....6.8....2..3.9.  11.2 01.2 01.2   
...4..7....71.9...6...7....2......5...1.9.6...8......35.......8.76.4.9...3...2...  11.2 01.2 01.2   
...4..7....71.9...6...7....2....3..7..1.4.6...8......55.......8.3.....2...6.9.4..  11.2 01.2 01.2   
...4..7....71.9...6...7....2.......3..1.4.9...8......55.....3.8....9.4...3...8.2.  11.2 01.2 01.2   
...4..7.........6...9..2..52.8..1...5...9...2.6.....3.....2......5..8..1.4.7..3..  11.2 01.2 01.2   
...4..7....6.8...27......5....5...9..3..6...1..8.21....1........62.....39....24..  11.2 01.2 01.2   
...4..7....6....23..8..3.5..4..9.......1.....6....2..53.2..8..6.1....9.........3.  11.2 01.2 01.2   
...4..7...5..8...6.....2.1....8.....3.5.6....96......3..27..6...9......8.....142.  11.2 01.2 01.2   
...4..7..4....9.3..8....5..2..39.....45..2..........2.5....3.4.......6.19...64.5.  11.2 01.2 01.2   
...4..7..4....9.3..8....5..2..39.....45..2..........2.5....3.4...4...6.19...6..5.  11.2 01.2 01.2   
...4..7..4....9.3.....3....2..9...7...6.....8.7...51...8......7..1..26..9..5...2.  11.2 01.2 01.2   
...4.6..9..7.8..6......35..26..1....8......1...1..7.....2.6..9....9..3...9...5..4  11.2 01.2 01.2   
...4.67......8...6.8....41..7...1..8..5...3..9...2....3...9.....6...8..4..25.....  11.2 01.2 01.2   
...4.678.........6.8....41..4...8..73......2...5.9.....1...7..4..25.....9...3....  11.2 01.2 01.2   
...4.67......8..3....2..5.42.......56....72...3.....1..9.1.....5....4..7..8.9....  11.2 01.2 01.2   
...4.67....7..9..6....7..5.2......1..8......3..6.4.5..3.......8..5.9.4...1.2.....  11.2 01.2 01.2   
...4.67....7..9..6....7...12......5...1.4.6...8......35..2......3...4..8..4.9.1..  11.2 01.2 01.2   
...4.67..4...8..3..6....1.....7....53...2..4..15.......3..9.4....8..2.9.9..8.....  11.2 01.2 01.2   
...4.67..4..1......9..37........3....3..7.8....5....2...2.....5.6...83....4....1.  11.2 01.2 01.2   
...4.6.....6.8.2..7....2...23.....9.5.......7..1..48....26..1...9..1..5.........3  11.2 01.2 01.2   
...4.6.....6....2.7...1.5...1..3....3....7.9..759..3..5...7.9.........48.8...2...  11.2 01.2 01.2   
...4.6....5....2....9.2..4..7......83.....5....6..1.2...26...9.8...9...7....1.3..  11.2 01.2 01.2   
...4.6...4...8...2..92......9....5....7....1.6..8....33.5....7..1..3.9.......4..8  11.2 01.2 01.2   
...4.6.........2...6..7..1..1...7.6.5.8.9.1......1...33.....8...4.7...9...2.....5  11.2 01.2 01.2   
...4.6......1....3....7..5..1...8..6..9.2.....8.3.1..45......9...2.......3....6.8  11.2 01.2 01.2   
...4.6......1..2...6..7..1..1...7.6.5.8.9........1...33.....8...4.7...9...2.....5  11.2 01.2 01.2   
...45.........92..6..7...4..1....8..5..6....3....7..5.3...4..7...2..8....9....1..  11.2 01.2 01.2   
...45.........92..6...3..5..1....8..3..5....6....7..3.5..7...4...2..8....9....1..  11.2 01.2 01.2   
...45.........92.........14.98..3.4.3..24......4...3...4.....768....2...9..7..8..  11.2 01.2 01.2   
...45.........92.........14.98..3.4.3..2.......4...3...4.....768....2...9..7.48..  11.2 01.2 01.2   
...45.........92.........14.98..3...3..24......4...3...4.....768....24..9..7..8..  11.2 01.2 01.2   
...45.7..4....9.3..6..2....2......4...1....98.9....6....8......5...9..2..7...3..1  11.2 01.2 01.2   
...45.7..4......3......2.462..3.8.....5.9......1.7.....9....1.......3.626.......4  11.2 01.2 01.2   
...45.....5...9..37...3.....1..9...4.....1.6...85..2....2....7.6.5...8...4.9....5  11.2 01.2 01.2   
...45....4....92....6.2............83...9.5...75..3.1.5..9..3...8......6..1....7.  11.2 01.2 01.2   
...45....4....92....6.2............83...9.5...7...3.1.56.9..3...8......6..1....7.  11.2 01.2 01.2   
...45....4....92.........1..98..3.4.3..2.......4...3.........768....24..9..7.48..  11.2 01.2 01.2   
...45....4....92.........1..98..3...3..24......4...3.........768....24..9..7.48..  11.2 01.2 01.2   
...45....4....92.........1..98..3...3..24..........3...4.....768....24..9..7..8..  11.2 01.2 01.2   
...4.....4....9.3..892.3.....5...8...1......7.....2.6.3..9...2...8.....1.7..6.5..  11.2 01.2 01.2   
...4.....4...891...9..31........5..6.8.3..4..6.7....5.3.2.......1.9..3......2..7.  11.2 01.2 01.2   
...4.....4...891...9..31........5..6.8.3..4..6.7....5.3.2.......1.9..3......2...7  11.2 01.2 01.2   
..3.....9.5.1.....8...7..4.2...6..7......28....19.........4..2.6....74.....5..6.3  11.2 01.2 01.2   
..3.....9.5.1..2.......7..5..4...6...1.5....2..5..81..3....4.....8.7.....9.6...2.  11.2 01.2 01.2   
..3.....9.5.1..2......7..4....6...5.....286...6...1.....4..2.7..1.8..5..9.......3  11.2 01.2 01.2   
..3.....9.5.1..2......7..15..4....9......86...6.5....23....7....1.9...2.8....4...  11.2 01.2 01.2   
..3.....94....92...8..7..4..7.96......8......9....1.2.5....4..2....3.1.....6..45.  11.2 01.2 01.2   
..3.....94...8..32.8....4...1...5...5..6.......8.9.2...7.....6......1..7..2.4.3..  11.2 01.2 01.2   
..3.....94...8..32.8....4...1...5...5..6.......8.9.2.........67.7...1.....2.4.3..  11.2 01.2 01.2   
..3.....94..7...2..8..3....2..6...7..9...18..........15...6.4.......4.5..7.5....2  11.2 01.2 01.2   
..3.....94..1..2...6..7...4.96......5....8...8..2..5.......14......3...7...8.5.1.  11.2 01.2 01.2   
..3.....9...1..2..6...2..4..3.5...6....8....77...6.4.......8.7...5..1...9...7...4  11.2 01.2 01.2   
..3....894....9.3....7..5..2....4..8.7..1.6....9.......1..6.......5.....9....8.2.  11.2 01.2 01.2   
..3....894...8..3......71.....5.....3.9.2.....6...1.....2.......7.6..5..9...4..2.  11.2 01.2 01.2   
..3....8......91..7...2...62.........6527.....47.....5...8..3..6...4...7.....1.9.  11.2 01.2 01.2   
..3....8..5.1....68...2....2...93....4.5....1......9...7...46....4.1...7...7...5.  11.2 01.2 01.2   
..3....8.4....9..6......1.....5..3...7..64..2........4..18.....74...2...9...47...  11.2 01.2 01.2   
..3....8.4....92..96.......2...1.6.....8...7...5.....3...7.8..1...54.....1..9.4..  11.2 01.2 01.2   
..3....8.4.6......7...3...4.1...58....7.6...1...2...9.3...1.......9...5......82..  11.2 01.2 01.2   
..3....8.45...9....9...75.........6.....714.....8....35.....1....62.....91...4...  11.2 01.2 01.2   
..3....8.4.....2.6.....7..42....45...1.9.............7..9.4..1.5....26...8.3.....  11.2 01.2 01.2   
..3....8.4.....1..79......424..67......5.....9...2...7.....8.5....1..3...7..9...6  11.2 01.2 01.2   
..3...78.....8..32...1......4.....5...8.7...19..6..3...6...4...5..9.......2.1...3  11.2 01.2 01.2   
..3...78..5.7..13.........52...9.4.........2...18....3..75....8.6...4...9...6....  11.2 01.2 01.2   
..3...7..4....9....8.2....62...4..5..6....8....7...3......9...3....14...9....5.1.  11.2 01.2 01.2   
..3...7..4....9.2..8......52...1..9...5.......6.3.2.......47.1....6....87...9.4..  11.2 01.2 01.2   
..3...7..4...8...6.9...3.1.....6....3..5....7..9..4.2...284.....1......59....1.4.  11.2 01.2 01.2   
..3...7..4...8...6.9...3.1.....6....3..5....7..9..4.2...28......14.....59....1.4.  11.2 01.2 01.2   
..3...7..4...8..2...9.....6.1...43......2...79..8...5....5..6..5....8.9...129....  11.2 01.2 01.2   
..3...7..4.........8..1..45.6...1.54...6..2..9..5......4.1...68....68........4..3  11.2 01.2 01.2   
..3...7.....1....66....2.5..9..7.....4....3..8..2...6.....954..5....1..2...8...1.  11.2 01.2 01.2   
..3..6..945........6.2...5.2..6...7.....9.3.......1..8..1..8...5.....6...7.5...4.  11.2 01.2 01.2   
..3..6..94.....2......7..1.2...1......9..8....8.5....33.....1......4..7...56....8  11.2 01.2 01.2   
..3..6.8....7....2.8...36..2...9......1..84.....5....7.6........14...3..9.......5  11.2 01.2 01.2   
..3..6.8..5.1.....9...7.....1..9......6..1.2.7..5....1..2....486.............43.2  11.2 01.2 01.2   
..3..6.8..5.1.....6...7.4..2...9..4...........6.7..9.27...4...8.1.3.......6..5.7.  11.2 01.2 01.2   
..3..6.8.4.6...1...8.1......6...38.....5....7....2..9...7....2.....9...5.3...84..  11.2 01.2 01.2   
..3..6.8.45...9......1..5.....6...7.....7.8.28.7.....3.1.5.......8.6..2.9....4...  11.2 01.2 01.2   
..3..6.8.45...9......1..5.....6...7.....7.8.2..7.....3.1.5.......8.6..2.9....43..  11.2 01.2 01.2   
..3..6.8.4.....2......3.5....89...3.5...7...4.....1....6.8...9.7...2......1..3...  11.2 01.2 01.2   
..3..6.8.4..1......9..7.....1......4..5...32.8....25.....9....7....6..3...2..56..  11.2 01.2 01.2   
..3..6.8.......2.17..1....62...9...7.9.........4..3.6.6....5..3..5.4.......86..5.  11.2 01.2 01.2   
..3..6.8.......2.17..1....62...9...7.9.........4..3.6.6....5..3..534.......8...5.  11.2 01.2 01.2   
..3..6.8.......2.17..1.....2...9...7.9.........4..3.6.6....5..3..5.4.6.....8...5.  11.2 01.2 01.2   
..3........6.8.1..7....2..4...69.8.......4.7.........55......2..9.8..3...31.6....  11.2 01.2 01.2   
..3..6.8....1....6.6.37....2...4.....8...1..3..9...5...7...8..15.....9....4....2.  11.2 01.2 01.2   
..3..6.8....1..2...8..7......8..5..6.1....9....4....58...2......7..9......5..3.4.  11.2 01.2 01.2   
..3..6.8....1..2...8..7...4........73....8.5..6.2..1....5.4.....3...5.9.9.6......  11.2 01.2 01.2   
..3..6.8....1..2......7...4..9..8.6.3...4.1...7.2.......58......6.....5.93...58..  11.2 01.2 01.2   
..3..6.8....1..2......7...4..6..7.9..7.2.........4.1.753...8.........9...68....5.  11.2 01.2 01.2   
..3..6.8....1..23..9......5..1..3.6.....7...4...2..3...4.........86.2...7...9.8..  11.2 01.2 01.2   
..3..6......78...3.8.1...6..3...1..65.4..........4.2........9....29...5..1...3..8  11.2 01.2 01.2   
..3..67......8...37.....56...4....9..9..1....6....8..5...24....8....7..6.1....2..  11.2 01.2 01.2   
..3..67......8..2....1....4..5......3....56...67.....2.3...7.....2.4...89..2...1.  11.2 01.2 01.2   
..3..678.......1.2.8.....6..3...7.4.5...9...1...1........5......6...34..9...2...3  11.2 01.2 01.2   
..3..67...5.7....3.9.....6.2............214....96...3..8..4......79...5.......8.1  11.2 01.2 01.2   
..3..67...5.....3.7..2....6.4.8.....6....2.7.....9...1...1..9..5....3.2...8.2...4  11.2 01.2 01.2   
..3..67..4...8.....9.2.......5..71......4...28..9...7.5.............5.13..1...6.7  11.2 01.2 01.2   
